,group1,group2,tf,target,sign
74,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH2,FKH1,False
75,"[NDD1,FKH1,FKH2,MCM1]","[HCM1,PLM2,TOS4]",FKH2,HCM1,True
76,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,MBP1,False
77,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH2,NDD1,False
78,"[NDD1,FKH1,FKH2,MCM1]","[HCM1,PLM2,TOS4]",FKH2,PLM2,False
79,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH2,STB1,True
80,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,SWI5,False
81,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",FKH2,SWI6,False
82,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,SWI6,False
83,"[NDD1,FKH1,FKH2,MCM1]","[HCM1,PLM2,TOS4]",FKH2,TOS4,False
84,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH2,WHI5,True
85,"[SWI5,ACE2]","[CLB5,CLB6]",SWI5,CLB5,True
86,"[SWI5,ACE2]","[MBP1,SWI6]",SWI5,MBP1,False
87,"[SWI5,ACE2]","[CLB5,CLB6]",ACE2,CLB6,False
88,"[SWI5,ACE2]","[HCM1,PLM2,TOS4]",ACE2,HCM1,False
89,"[SWI5,ACE2]","[WHI5,STB1]",ACE2,STB1,False
90,"[SWI5,ACE2]","[SWI4,SWI6]",ACE2,SWI4,False
91,"[SWI5,ACE2]","[HCM1,PLM2,TOS4]",ACE2,TOS4,False
92,"[SWI5,ACE2]","[YOX1,NRM1,YHP1]",ACE2,YOX1,False
